E /V,t /s,I /A
0.64,2.5,-7.72E-11
0.64,2.7,-7.69E-11
0.64,2.9,-7.67E-11
0.64,3.1,-7.65E-11
0.64,3.3,-7.63E-11
0.64,3.5,-7.61E-11
0.64,3.7,-7.59E-11
0.64,3.9,-7.57E-11
0.64,4.1,-7.56E-11
0.64,4.3,-7.55E-11
0.64,4.5,-7.53E-11
0.64,4.7,-7.52E-11
0.64,4.9,-7.51E-11
0.64,5.1,-7.50E-11
0.64,5.6,-7.48E-11
0.64,6.1,-7.46E-11
0.64,6.6,-7.44E-11
0.64,7.1,-7.42E-11
0.64,7.6,-7.41E-11
0.64,8.1,-7.40E-11
0.64,8.6,-7.39E-11
0.64,9.1,-7.38E-11
0.64,9.6,-7.37E-11
0.64,10.1,-7.36E-11
0.64,11.1,-7.34E-11
0.64,12.1,-7.33E-11
0.64,13.1,-7.31E-11
0.64,14.1,-7.30E-11
0.64,15.1,-7.29E-11
0.64,16.1,-7.28E-11
0.64,17.1,-7.27E-11
0.64,18.1,-7.27E-11
0.64,19.1,-7.26E-11
0.64,20.1,-7.25E-11
0.64,22.1,-7.24E-11
0.64,24.1,-7.23E-11
0.64,26.1,-7.22E-11
0.64,28.1,-7.21E-11
0.64,30.1,-7.21E-11
0.64,32.1,-7.20E-11
0.64,34.1,-7.20E-11
0.64,36.1,-7.19E-11
0.64,38.1,-7.19E-11
0.64,40.1,-7.18E-11
0.64,42.1,-7.18E-11
0.64,44.1,-7.17E-11
0.64,46.1,-7.17E-11
0.64,48.1,-7.17E-11
0.64,50.1,-7.16E-11
0.64,55.1,-7.15E-11
0.64,60.1,-7.15E-11
0.64,65.1,-7.14E-11
0.64,70.1,-7.14E-11
0.64,75.1,-7.13E-11
0.64,80.1,-7.13E-11
0.64,85.1,-7.13E-11
0.64,90.1,-7.12E-11
0.64,95.1,-7.12E-11
0.64,100.1,-7.12E-11
0.65,0,-1.04E-11
0.65,0.01,-1.02E-11
0.65,0.02,-1.01E-11
0.65,0.03,-9.93E-12
0.65,0.04,-9.81E-12
0.65,0.05,-9.71E-12
0.65,0.06,-9.63E-12
0.65,0.07,-9.55E-12
0.65,0.08,-9.49E-12
0.65,0.09,-9.42E-12
0.65,0.091,-9.42E-12
0.65,0.092,-9.41E-12
0.65,0.093,-9.41E-12
0.65,0.094,-9.40E-12
0.65,0.095,-9.40E-12
0.65,0.096,-9.39E-12
0.65,0.097,-9.38E-12
0.65,0.098,-9.38E-12
0.65,0.099,-9.37E-12
0.65,0.1,-3.18E-10
0.65,0.1001,-7.97E-10
0.65,0.1002,-5.66E-10
0.65,0.1003,-4.81E-10
0.65,0.1004,-4.29E-10
0.65,0.1005,-3.90E-10
0.65,0.1006,-3.62E-10
0.65,0.1007,-3.40E-10
0.65,0.1008,-3.23E-10
0.65,0.1009,-3.08E-10
0.65,0.101,-2.95E-10
0.65,0.1011,-2.84E-10
0.65,0.1012,-2.74E-10
0.65,0.1013,-2.66E-10
0.65,0.1014,-2.58E-10
0.65,0.1015,-2.51E-10
0.65,0.1016,-2.45E-10
0.65,0.1017,-2.39E-10
0.65,0.1018,-2.33E-10
0.65,0.1019,-2.29E-10
0.65,0.102,-2.24E-10
0.65,0.1022,-2.16E-10
0.65,0.1024,-2.09E-10
0.65,0.1026,-2.02E-10
0.65,0.1028,-1.96E-10
0.65,0.103,-1.91E-10
0.65,0.1032,-1.87E-10
0.65,0.1034,-1.83E-10
0.65,0.1036,-1.79E-10
0.65,0.1038,-1.75E-10
0.65,0.104,-1.72E-10
0.65,0.1042,-1.69E-10
0.65,0.1044,-1.66E-10
0.65,0.1046,-1.63E-10
0.65,0.1048,-1.61E-10
0.65,0.105,-1.58E-10
0.65,0.1055,-1.53E-10
0.65,0.106,-1.48E-10
0.65,0.1065,-1.44E-10
0.65,0.107,-1.41E-10
0.65,0.1075,-1.37E-10
0.65,0.108,-1.34E-10
0.65,0.1085,-1.32E-10
0.65,0.109,-1.29E-10
0.65,0.1095,-1.27E-10
0.65,0.11,-1.25E-10
0.65,0.111,-1.21E-10
0.65,0.112,-1.18E-10
0.65,0.113,-1.15E-10
0.65,0.114,-1.13E-10
0.65,0.115,-1.10E-10
0.65,0.116,-1.08E-10
0.65,0.117,-1.06E-10
0.65,0.118,-1.05E-10
0.65,0.119,-1.03E-10
0.65,0.12,-1.02E-10
0.65,0.122,-9.89E-11
0.65,0.124,-9.67E-11
0.65,0.126,-9.47E-11
0.65,0.128,-9.29E-11
0.65,0.13,-9.13E-11
0.65,0.132,-8.99E-11
0.65,0.134,-8.86E-11
0.65,0.136,-8.74E-11
0.65,0.138,-8.63E-11
0.65,0.14,-8.53E-11
0.65,0.142,-8.44E-11
0.65,0.144,-8.35E-11
0.65,0.146,-8.27E-11
0.65,0.148,-8.20E-11
0.65,0.15,-8.13E-11
0.65,0.155,-7.97E-11
0.65,0.16,-7.83E-11
0.65,0.165,-7.71E-11
0.65,0.17,-7.60E-11
0.65,0.175,-7.50E-11
0.65,0.18,-7.42E-11
0.65,0.185,-7.34E-11
0.65,0.19,-7.27E-11
0.65,0.195,-7.20E-11
0.65,0.2,-7.14E-11
0.65,0.21,-7.03E-11
0.65,0.22,-6.93E-11
0.65,0.23,-6.85E-11
0.65,0.24,-6.78E-11
0.65,0.25,-6.71E-11
0.65,0.26,-6.65E-11
0.65,0.27,-6.60E-11
0.65,0.28,-6.55E-11
0.65,0.29,-6.50E-11
0.65,0.3,-6.46E-11
0.65,0.32,-6.38E-11
0.65,0.34,-6.32E-11
0.65,0.36,-6.26E-11
0.65,0.38,-6.21E-11
0.65,0.4,-6.16E-11
0.65,0.42,-6.12E-11
0.65,0.44,-6.08E-11
0.65,0.46,-6.04E-11
0.65,0.48,-6.01E-11
0.65,0.5,-5.98E-11
0.65,0.52,-5.95E-11
0.65,0.54,-5.93E-11
0.65,0.56,-5.90E-11
0.65,0.58,-5.88E-11
0.65,0.6,-5.86E-11
0.65,0.65,-5.81E-11
0.65,0.7,-5.77E-11
0.65,0.75,-5.73E-11
0.65,0.8,-5.70E-11
0.65,0.85,-5.67E-11
0.65,0.9,-5.64E-11
0.65,0.95,-5.62E-11
0.65,1,-5.60E-11
0.65,1.05,-5.57E-11
0.65,1.1,-5.56E-11
0.65,1.2,-5.52E-11
0.65,1.3,-5.49E-11
0.65,1.4,-5.46E-11
0.65,1.5,-5.44E-11
0.65,1.6,-5.42E-11
0.65,1.7,-5.40E-11
0.65,1.8,-5.38E-11
0.65,1.9,-5.36E-11
0.65,2,-5.35E-11
0.65,2.1,-5.34E-11
0.65,2.3,-5.31E-11
0.65,2.5,-5.29E-11
0.65,2.7,-5.27E-11
0.65,2.9,-5.25E-11
0.65,3.1,-5.24E-11
0.65,3.3,-5.22E-11
0.65,3.5,-5.21E-11
0.65,3.7,-5.20E-11
0.65,3.9,-5.19E-11
0.65,4.1,-5.18E-11
0.65,4.3,-5.17E-11
0.65,4.5,-5.16E-11
0.65,4.7,-5.15E-11
0.65,4.9,-5.15E-11
0.65,5.1,-5.14E-11
0.65,5.6,-5.12E-11
0.65,6.1,-5.11E-11
0.65,6.6,-5.10E-11
0.65,7.1,-5.09E-11
0.65,7.6,-5.08E-11
0.65,8.1,-5.07E-11
0.65,8.6,-5.06E-11
0.65,9.1,-5.05E-11
0.65,9.6,-5.05E-11
0.65,10.1,-5.04E-11
0.65,11.1,-5.03E-11
0.65,12.1,-5.02E-11
0.65,13.1,-5.01E-11
0.65,14.1,-5.00E-11
0.65,15.1,-4.99E-11
0.65,16.1,-4.99E-11
0.65,17.1,-4.98E-11
0.65,18.1,-4.98E-11
0.65,19.1,-4.97E-11
0.65,20.1,-4.97E-11
0.65,22.1,-4.96E-11
0.65,24.1,-4.95E-11
0.65,26.1,-4.95E-11
0.65,28.1,-4.94E-11
0.65,30.1,-4.94E-11
0.65,32.1,-4.93E-11
0.65,34.1,-4.93E-11
0.65,36.1,-4.92E-11
0.65,38.1,-4.92E-11
0.65,40.1,-4.92E-11
0.65,42.1,-4.91E-11
0.65,44.1,-4.91E-11
0.65,46.1,-4.91E-11
0.65,48.1,-4.91E-11
0.65,50.1,-4.90E-11
0.65,55.1,-4.90E-11
0.65,60.1,-4.90E-11
0.65,65.1,-4.89E-11
0.65,70.1,-4.89E-11
0.65,75.1,-4.88E-11
0.65,80.1,-4.88E-11
0.65,85.1,-4.88E-11
0.65,90.1,-4.88E-11
0.65,95.1,-4.87E-11
0.65,100.1,-4.87E-11
0.66,0,-1.04E-11
0.66,0.01,-1.02E-11
0.66,0.02,-1.01E-11
0.66,0.03,-9.93E-12
0.66,0.04,-9.81E-12
0.66,0.05,-9.71E-12
0.66,0.06,-9.63E-12
0.66,0.07,-9.55E-12
0.66,0.08,-9.49E-12
0.66,0.09,-9.42E-12
0.66,0.091,-9.42E-12
0.66,0.092,-9.41E-12
0.66,0.093,-9.41E-12
0.66,0.094,-9.40E-12
0.66,0.095,-9.40E-12
0.66,0.096,-9.39E-12
0.66,0.097,-9.38E-12
0.66,0.098,-9.38E-12
0.66,0.099,-9.37E-12
0.66,0.1,-4.32E-10
0.66,0.1001,-5.88E-10
0.66,0.1002,-3.98E-10
0.66,0.1003,-3.25E-10
0.66,0.1004,-2.85E-10
0.66,0.1005,-2.59E-10
0.66,0.1006,-2.39E-10
0.66,0.1007,-2.23E-10
0.66,0.1008,-2.11E-10
0.66,0.1009,-2.01E-10
0.66,0.101,-1.93E-10
0.66,0.1011,-1.85E-10
0.66,0.1012,-1.79E-10
0.66,0.1013,-1.73E-10
0.66,0.1014,-1.68E-10
0.66,0.1015,-1.64E-10
0.66,0.1016,-1.59E-10
0.66,0.1017,-1.56E-10
0.66,0.1018,-1.52E-10
0.66,0.1019,-1.49E-10
0.66,0.102,-1.46E-10
0.66,0.1022,-1.41E-10
0.66,0.1024,-1.36E-10
0.66,0.1026,-1.32E-10
0.66,0.1028,-1.28E-10
0.66,0.103,-1.25E-10
0.66,0.1032,-1.22E-10
0.66,0.1034,-1.19E-10
0.66,0.1036,-1.17E-10
0.66,0.1038,-1.14E-10
0.66,0.104,-1.12E-10
0.66,0.1042,-1.10E-10
0.66,0.1044,-1.08E-10
0.66,0.1046,-1.07E-10
0.66,0.1048,-1.05E-10
0.66,0.105,-1.04E-10
0.66,0.1055,-1.00E-10
0.66,0.106,-9.73E-11
0.66,0.1065,-9.47E-11
0.66,0.107,-9.24E-11
0.66,0.1075,-9.03E-11
0.66,0.108,-8.84E-11
0.66,0.1085,-8.67E-11
0.66,0.109,-8.51E-11
0.66,0.1095,-8.37E-11
0.66,0.11,-8.24E-11
0.66,0.111,-8.00E-11
0.66,0.112,-7.79E-11
0.66,0.113,-7.61E-11
0.66,0.114,-7.45E-11
0.66,0.115,-7.30E-11
0.66,0.116,-7.17E-11
0.66,0.117,-7.05E-11
0.66,0.118,-6.94E-11
0.66,0.119,-6.84E-11
0.66,0.12,-6.75E-11
0.66,0.122,-6.58E-11
0.66,0.124,-6.44E-11
0.66,0.126,-6.31E-11
0.66,0.128,-6.20E-11
0.66,0.13,-6.10E-11
0.66,0.132,-6.01E-11
0.66,0.134,-5.93E-11
0.66,0.136,-5.85E-11
0.66,0.138,-5.78E-11
0.66,0.14,-5.72E-11
0.66,0.142,-5.66E-11
0.66,0.144,-5.61E-11
0.66,0.146,-5.55E-11
0.66,0.148,-5.51E-11
0.66,0.15,-5.46E-11
0.66,0.155,-5.36E-11
0.66,0.16,-5.27E-11
0.66,0.165,-5.19E-11
0.66,0.17,-5.13E-11
0.66,0.175,-5.06E-11
0.66,0.18,-5.01E-11
0.66,0.185,-4.96E-11
0.66,0.19,-4.91E-11
0.66,0.195,-4.87E-11
0.66,0.2,-4.83E-11
0.66,0.21,-4.76E-11
0.66,0.22,-4.70E-11
0.66,0.23,-4.65E-11
0.66,0.24,-4.60E-11
0.66,0.25,-4.56E-11
0.66,0.26,-4.52E-11
0.66,0.27,-4.48E-11
0.66,0.28,-4.45E-11
0.66,0.29,-4.42E-11
0.66,0.3,-4.39E-11
0.66,0.32,-4.34E-11
0.66,0.34,-4.30E-11
0.66,0.36,-4.26E-11
0.66,0.38,-4.23E-11
0.66,0.4,-4.20E-11
0.66,0.42,-4.17E-11
0.66,0.44,-4.14E-11
0.66,0.46,-4.12E-11
0.66,0.48,-4.10E-11
0.66,0.5,-4.08E-11
0.66,0.52,-4.06E-11
0.66,0.54,-4.04E-11
0.66,0.56,-4.03E-11
0.66,0.58,-4.01E-11
0.66,0.6,-4.00E-11
0.66,0.65,-3.97E-11
0.66,0.7,-3.94E-11
0.66,0.75,-3.91E-11
0.66,0.8,-3.89E-11
0.66,0.85,-3.87E-11
0.66,0.9,-3.85E-11
0.66,0.95,-3.84E-11
0.66,1,-3.82E-11
0.66,1.05,-3.81E-11
0.66,1.1,-3.80E-11
0.66,1.2,-3.77E-11
0.66,1.3,-3.75E-11
0.66,1.4,-3.73E-11
0.66,1.5,-3.72E-11
0.66,1.6,-3.70E-11
0.66,1.7,-3.69E-11
0.66,1.8,-3.68E-11
0.66,1.9,-3.67E-11
0.66,2,-3.66E-11
0.66,2.1,-3.65E-11
0.66,2.3,-3.63E-11
0.66,2.5,-3.62E-11
0.66,2.7,-3.60E-11
0.66,2.9,-3.59E-11
0.66,3.1,-3.58E-11
0.66,3.3,-3.57E-11
0.66,3.5,-3.56E-11
0.66,3.7,-3.55E-11
0.66,3.9,-3.55E-11
0.66,4.1,-3.54E-11
0.66,4.3,-3.53E-11
0.66,4.5,-3.53E-11
0.66,4.7,-3.52E-11
0.66,4.9,-3.52E-11
0.66,5.1,-3.51E-11
0.66,5.6,-3.50E-11
0.66,6.1,-3.49E-11
0.66,6.6,-3.48E-11
0.66,7.1,-3.48E-11
0.66,7.6,-3.47E-11
0.66,8.1,-3.46E-11
0.66,8.6,-3.46E-11
0.66,9.1,-3.45E-11
0.66,9.6,-3.45E-11
0.66,10.1,-3.44E-11
0.66,11.1,-3.44E-11
0.66,12.1,-3.43E-11
0.66,13.1,-3.42E-11
0.66,14.1,-3.42E-11
0.66,15.1,-3.41E-11
0.66,16.1,-3.41E-11
0.66,17.1,-3.41E-11
0.66,18.1,-3.40E-11
0.66,19.1,-3.40E-11
0.66,20.1,-3.40E-11
0.66,22.1,-3.39E-11
0.66,24.1,-3.38E-11
0.66,26.1,-3.38E-11
0.66,28.1,-3.38E-11
0.66,30.1,-3.37E-11
0.66,32.1,-3.37E-11
0.66,34.1,-3.37E-11
0.66,36.1,-3.37E-11
0.66,38.1,-3.36E-11
0.66,40.1,-3.36E-11
0.66,42.1,-3.36E-11
0.66,44.1,-3.36E-11
0.66,46.1,-3.35E-11
0.66,48.1,-3.35E-11
0.66,50.1,-3.35E-11
0.66,55.1,-3.35E-11
0.66,60.1,-3.35E-11
0.66,65.1,-3.34E-11
0.66,70.1,-3.34E-11
0.66,75.1,-3.34E-11
0.66,80.1,-3.34E-11
0.66,85.1,-3.33E-11
0.66,90.1,-3.33E-11
0.66,95.1,-3.33E-11
0.66,100.1,-3.33E-11
0.67,0,-1.04E-11
0.67,0.01,-1.02E-11
0.67,0.02,-1.01E-11
0.67,0.03,-9.93E-12
0.67,0.04,-9.81E-12
0.67,0.05,-9.71E-12
0.67,0.06,-9.63E-12
0.67,0.07,-9.55E-12
0.67,0.08,-9.49E-12
0.67,0.09,-9.42E-12
0.67,0.091,-9.42E-12
0.67,0.092,-9.41E-12
0.67,0.093,-9.41E-12
0.67,0.094,-9.40E-12
0.67,0.095,-9.40E-12
0.67,0.096,-9.39E-12
0.67,0.097,-9.38E-12
0.67,0.098,-9.38E-12
0.67,0.099,-9.37E-12
0.67,0.1,-8.11E-11
0.67,0.1001,-3.25E-10
0.67,0.1002,-2.18E-10
0.67,0.1003,-1.80E-10
0.67,0.1004,-1.60E-10
0.67,0.1005,-1.47E-10
0.67,0.1006,-1.37E-10
0.67,0.1007,-1.29E-10
0.67,0.1008,-1.23E-10
0.67,0.1009,-1.18E-10
0.67,0.101,-1.13E-10
0.67,0.1011,-1.09E-10
0.67,0.1012,-1.06E-10
0.67,0.1013,-1.03E-10
0.67,0.1014,-1.00E-10
0.67,0.1015,-9.78E-11
0.67,0.1016,-9.56E-11
0.67,0.1017,-9.35E-11
0.67,0.1018,-9.16E-11
0.67,0.1019,-8.99E-11
0.67,0.102,-8.83E-11
0.67,0.1022,-8.54E-11
0.67,0.1024,-8.28E-11
0.67,0.1026,-8.05E-11
0.67,0.1028,-7.85E-11
0.67,0.103,-7.67E-11
0.67,0.1032,-7.50E-11
0.67,0.1034,-7.35E-11
0.67,0.1036,-7.21E-11
0.67,0.1038,-7.08E-11
0.67,0.104,-6.97E-11
0.67,0.1042,-6.85E-11
0.67,0.1044,-6.75E-11
0.67,0.1046,-6.66E-11
0.67,0.1048,-6.57E-11
0.67,0.105,-6.48E-11
0.67,0.1055,-6.29E-11
0.67,0.106,-6.12E-11
0.67,0.1065,-5.97E-11
0.67,0.107,-5.84E-11
0.67,0.1075,-5.72E-11
0.67,0.108,-5.61E-11
0.67,0.1085,-5.51E-11
0.67,0.109,-5.42E-11
0.67,0.1095,-5.34E-11
0.67,0.11,-5.26E-11
0.67,0.111,-5.12E-11
0.67,0.112,-5.00E-11
0.67,0.113,-4.89E-11
0.67,0.114,-4.80E-11
0.67,0.115,-4.71E-11
0.67,0.116,-4.64E-11
0.67,0.117,-4.57E-11
0.67,0.118,-4.50E-11
0.67,0.119,-4.44E-11
0.67,0.12,-4.39E-11
0.67,0.122,-4.29E-11
0.67,0.124,-4.21E-11
0.67,0.126,-4.13E-11
0.67,0.128,-4.06E-11
0.67,0.13,-4.01E-11
0.67,0.132,-3.95E-11
0.67,0.134,-3.90E-11
0.67,0.136,-3.86E-11
0.67,0.138,-3.82E-11
0.67,0.14,-3.78E-11
0.67,0.142,-3.74E-11
0.67,0.144,-3.71E-11
0.67,0.146,-3.68E-11
0.67,0.148,-3.65E-11
0.67,0.15,-3.62E-11
0.67,0.155,-3.56E-11
0.67,0.16,-3.51E-11
0.67,0.165,-3.46E-11
0.67,0.17,-3.42E-11
0.67,0.175,-3.38E-11
0.67,0.18,-3.35E-11
0.67,0.185,-3.32E-11
0.67,0.19,-3.29E-11
0.67,0.195,-3.27E-11
0.67,0.2,-3.24E-11
0.67,0.21,-3.20E-11
0.67,0.22,-3.16E-11
0.67,0.23,-3.13E-11
0.67,0.24,-3.10E-11
0.67,0.25,-3.07E-11
0.67,0.26,-3.05E-11
0.67,0.27,-3.03E-11
0.67,0.28,-3.01E-11
0.67,0.29,-2.99E-11
0.67,0.3,-2.97E-11
0.67,0.32,-2.94E-11
0.67,0.34,-2.91E-11
0.67,0.36,-2.89E-11
0.67,0.38,-2.87E-11
0.67,0.4,-2.85E-11
0.67,0.42,-2.83E-11
0.67,0.44,-2.81E-11
0.67,0.46,-2.80E-11
0.67,0.48,-2.79E-11
0.67,0.5,-2.77E-11
0.67,0.52,-2.76E-11
0.67,0.54,-2.75E-11
0.67,0.56,-2.74E-11
0.67,0.58,-2.73E-11
0.67,0.6,-2.72E-11
0.67,0.65,-2.70E-11
0.67,0.7,-2.68E-11
0.67,0.75,-2.66E-11
0.67,0.8,-2.65E-11
0.67,0.85,-2.64E-11
0.67,0.9,-2.63E-11
0.67,0.95,-2.61E-11
0.67,1,-2.60E-11
0.67,1.05,-2.59E-11
0.67,1.1,-2.59E-11
0.67,1.2,-2.57E-11
0.67,1.3,-2.56E-11
0.67,1.4,-2.55E-11
0.67,1.5,-2.53E-11
0.67,1.6,-2.52E-11
0.67,1.7,-2.52E-11
0.67,1.8,-2.51E-11
0.67,1.9,-2.50E-11
0.67,2,-2.49E-11
0.67,2.1,-2.49E-11
0.67,2.3,-2.48E-11
0.67,2.5,-2.47E-11
0.67,2.7,-2.46E-11
0.67,2.9,-2.45E-11
0.67,3.1,-2.44E-11
0.67,3.3,-2.44E-11
0.67,3.5,-2.43E-11
0.67,3.7,-2.42E-11
0.67,3.9,-2.42E-11
0.67,4.1,-2.42E-11
0.67,4.3,-2.41E-11
0.67,4.5,-2.41E-11
0.67,4.7,-2.40E-11
0.67,4.9,-2.40E-11
0.67,5.1,-2.40E-11
0.67,5.6,-2.39E-11
0.67,6.1,-2.38E-11
0.67,6.6,-2.38E-11
0.67,7.1,-2.37E-11
0.67,7.6,-2.37E-11
0.67,8.1,-2.36E-11
0.67,8.6,-2.36E-11
0.67,9.1,-2.36E-11
0.67,9.6,-2.35E-11
0.67,10.1,-2.35E-11
0.67,11.1,-2.34E-11
0.67,12.1,-2.34E-11
0.67,13.1,-2.34E-11
0.67,14.1,-2.33E-11
0.67,15.1,-2.33E-11
0.67,16.1,-2.33E-11
0.67,17.1,-2.32E-11
0.67,18.1,-2.32E-11
0.67,19.1,-2.32E-11
0.67,20.1,-2.32E-11
0.67,22.1,-2.31E-11
0.67,24.1,-2.31E-11
0.67,26.1,-2.31E-11
0.67,28.1,-2.30E-11
0.67,30.1,-2.30E-11
0.67,32.1,-2.30E-11
0.67,34.1,-2.30E-11
0.67,36.1,-2.30E-11
0.67,38.1,-2.29E-11
0.67,40.1,-2.29E-11
0.67,42.1,-2.29E-11
0.67,44.1,-2.29E-11
0.67,46.1,-2.29E-11
0.67,48.1,-2.29E-11
0.67,50.1,-2.29E-11
0.67,55.1,-2.28E-11
0.67,60.1,-2.28E-11
0.67,65.1,-2.28E-11
0.67,70.1,-2.28E-11
0.67,75.1,-2.28E-11
0.67,80.1,-2.28E-11
0.67,85.1,-2.27E-11
0.67,90.1,-2.27E-11
0.67,95.1,-2.27E-11
0.67,100.1,-2.27E-11
0.68,0,-1.04E-11
0.68,0.01,-1.02E-11
0.68,0.02,-1.01E-11
0.68,0.03,-9.93E-12
0.68,0.04,-9.81E-12
0.68,0.05,-9.71E-12
0.68,0.06,-9.63E-12
0.68,0.07,-9.55E-12
0.68,0.08,-9.49E-12
0.68,0.09,-9.42E-12
0.68,0.091,-9.42E-12
0.68,0.092,-9.41E-12
0.68,0.093,-9.41E-12
0.68,0.094,-9.40E-12
0.68,0.095,-9.40E-12
0.68,0.096,-9.39E-12
0.68,0.097,-9.38E-12
0.68,0.098,-9.38E-12
0.68,0.099,-9.37E-12
0.68,0.1,-5.31E-11
0.68,0.1001,-1.85E-10
0.68,0.1002,-1.21E-10
0.68,0.1003,-1.00E-10
0.68,0.1004,-8.97E-11
0.68,0.1005,-8.27E-11
0.68,0.1006,-7.75E-11
0.68,0.1007,-7.34E-11
0.68,0.1008,-7.01E-11
0.68,0.1009,-6.73E-11
0.68,0.101,-6.49E-11
